ID,Letter,Headerword,Part of Speech,IPA Prnounciation,Phonetic Pronunciation,Definition in Mandinka,Translation and Sentences,English Translation,Mandinka Sentence,Sentence IPA Pronouncation,Sentence Phonetic Pronounciation,Sentence English Translation,Source,Country
8946,W,"wasabaliyaa, jusuboo.",n,"/wasabalijaː, dʒusuboː./","w-ahs-ahb-ahl-ehhy-ah-ah, j-o-ohs-o-ohb-oh-oh.",,,dissatisfaction,,,,,,
8947,Y,yooy.,v,/joːj./,y-oh-ohy.,,,dissolve,,,,,,
8948,Y,yooyita.,vn,/joːjita./,y-oh-ohy-ehht-ah.,,,dissolved,,,,,,
8949,J,janfoo.,n,/dʒanfoː./,j-ahnf-oh-oh.,,,distance,,,,,,
8950,F,faranfansi.,v,/faranfansi./,f-ahr-ahnf-ahns-ehh.,,,distinguish,,,,,,
8951,F,faranmansa.,adj,/faramansa./,f-ahr-ahnm-ahns-ah.,,,distinguished,,,,,,
8952,S,"seefubankoo, tundoo.",n,"/seːfubaŋkoː, tundoː./","s-eh-ehf-o-ohb-ahnk-oh-oh, t-o-ohnd-oh-oh.",,,district,,,,,,
8953,B,bembaliyaa.,n,/bembalijaː./,b-ehmb-ahl-ehhy-ah-ah.,,,disunity,,,,,,
8954,D,dinkoo.,n,/diŋkoː./,d-ehhnk-oh-oh.,,,ditch,,,,,,
8955,,,n,,,,,diversion,,,,,,
8956,L,lamfee.,v,/lamfeː./,l-ahmf-eh-eh.,,,divert,,,,,,
8957,T,talaa.,v,/talaː./,t-ahl-ah-ah.,,,divide,,,,,,
8958,T,talaata.,v,/talaːta./,t-ahl-ah-aht-ah.,,,divided,,,,,,
8959,T,talaarin. division in a,adj,/talaːrin. division in a/,t-ahl-ah-ahr-ehhn. d-ehhv-ehhs-ehh-ohn -ehhn -ah,,,divided,,,,,,
8960,K,kaabiiloo.,n,/kaːbiːloː./,k-ah-ahb-ehh-ehhl-oh-oh.,,,village,,,,,,
8961,F,"futuubano, musubuloo. divorcing one's",n,"/futuːbano, musubuloː. divortʃiŋ one's/","f-o-oht-o-oh-o-ohb-ahn-oh, m-o-ohs-o-ohb-o-ohl-oh-oh. d-ehhv-ohrch-ehhng -ohn-eh's",,,divorce,,,,,,
8962,M,musubuloo.,n,/musubuloː./,m-o-ohs-o-ohb-o-ohl-oh-oh.,,,wife,,,,,,
8963,F,faaminino.,n,/faːminino./,f-ah-ahm-ehhn-ehhn-oh.,,,dizziness,,,,,,
8964,W,"waa, ke. do a fourth",v,"/waː, ke. do a fourth/","w-ah-ah, k-eh. d-oh -ah f-oh-o-ohrth",,,do,,,,,,
8965,N,naaninjan. do a second,v,/naːnindʒan. do a setʃond/,n-ah-ahn-ehhnj-ahn. d-oh -ah s-ehch-ohnd,,,time,,,,,,
8966,F,fulanjan. do a sixth,v,/fulandʒan. do a sixth/,f-o-ohl-ahnj-ahn. d-oh -ah s-ehhxth,,,time,,,,,,
8967,W,wooronjan. do a third,v,/woːrondʒan. do a third/,w-oh-ohr-ohnj-ahn. d-oh -ah th-ehhrd,,,time,,,,,,
8968,S,sabanjan. do,v,/sabandʒan. do/,s-ahb-ahnj-ahn. d-oh,,,time,,,,,,
8969,K,kututee. do,vy,/kututeː. do/,k-o-oht-o-oht-eh-eh. d-oh,,,about,,,,,,
8970,S,"sayinkan, seyinkan. do for",v,"/sajiŋkan, sejiŋkan. do for/","s-ahy-ehhnk-ahn, s-ehy-ehhnk-ahn. d-oh f-ohr",,,again,,,,,,
8971,F,faamata. do for the eighth,v,/faːmata. do for the eighth/,f-ah-ahm-aht-ah. d-oh f-ohr th-eh -eh-ehhghth,,,sometime,,,,,,
8972,S,seyinjan. do smith,v,/sejindʒan. do smith/,s-ehy-ehhnj-ahn. d-oh sm-ehhth,,,time,,,,,,
8973,T,tunkan.,v,/tuŋkan./,t-o-ohnk-ahn.,,,work,,,,,,
8974,D,dookaasoo.,n,/doːkaːsoː./,d-oh-ohk-ah-ahs-oh-oh.,,,docker,,,,,,
8975,D,dokitaroo.,n,/dokitaroː./,d-ohk-ehht-ahr-oh-oh.,,,doctor,,,,,,
8976,K,kayitoo. doesn',n,/kajitoː. doesn'/,k-ahy-ehht-oh-oh. d-oh-ehsn',,,document,,,,,,
8977,B,buka. doesn't panic,adv,/buka. doesn't panitʃ/,b-o-ohk-ah. d-oh-ehsn't p-ahn-ehhch,,,t,,,,,,
8978,K,kijoo banbanta.,adj,/kidʒoː babanta./,k-ehhj-oh-oh b-ahnb-ahnt-ah.,,,easily,,,,,,
8979,W,wuloo. dog,n,/wuloː. dog/,w-o-ohl-oh-oh. d-ohg,,,dog,,,,,,
8980,J,jiitowuloo.,n,/dʒiːtowuloː./,j-ehh-ehht-ohw-o-ohl-oh-oh.,,,fish,,,,,,
8981,T,tubaabudino.,n,/tubaːbudino./,t-o-ohb-ah-ahb-o-ohd-ehhn-oh.,,,doll,,,,,,
8982,K,kuntumbeloo.,n,/kuntumbeloː./,k-o-ohnt-o-ohmb-ehl-oh-oh.,,,dolphin,,,,,,
8983,K,kutu.,v,/kutu./,k-o-oht-o-oh.,,,dominate,,,,,,
8984,J,jansa.,v,/dʒansa./,j-ahns-ah.,,,donate,,,,,,
8985,J,jansoo. done a fourth time. (va) naaninjanta. done a sixth,n,/dʒansoː. done a fourth time. (va) naːnindʒanta. done a sixth/,j-ahns-oh-oh. d-ohn-eh -ah f-oh-o-ohrth t-ehhm-eh. (v-ah) n-ah-ahn-ehhnj-ahnt-ah. d-ohn-eh -ah s-ehhxth,,,donation,,,,,,
8986,W,wooronjanta. done a third,v,/woːrondʒanta. done a third/,w-oh-ohr-ohnj-ahnt-ah. d-ohn-eh -ah th-ehhrd,,,time,,,,,,
8987,S,sabanjanta. done,va,/sabandʒanta. done/,s-ahb-ahnj-ahnt-ah. d-ohn-eh,,,time,,,,,,
8988,S,sayinkanta. done the eighth,v,/sajiŋkanta. done the eighth/,s-ahy-ehhnk-ahnt-ah. d-ohn-eh th-eh -eh-ehhghth,,,again,,,,,,
8989,S,seyinjanta.,vn,/sejindʒanta./,s-ehy-ehhnj-ahnt-ah.,,,time,,,,,,
8990,F,faloo. donkey,n,/faloː. doŋkej/,f-ahl-oh-oh. d-ohnk-ehy,,,donkey,,,,,,
8991,(,(n) falikilin. don',2 bags,/(n) falikilin. don'/,(n) f-ahl-ehhk-ehhl-ehhn. d-ohn',,,load,,,,,,
8992,B,buka. don',adv,/buka. don'/,b-o-ohk-ah. d-ohn',,,t,,,,,,
8993,K,"kana, man.",av,"/kana, man./","k-ahn-ah, m-ahn.",,,t,,,,,,
8994,D,duniyaakiroo.,n,/dunijaːkiroː./,d-o-ohn-ehhy-ah-ahk-ehhr-oh-oh.,,,doomsday,,,,,,
8995,D,"daatawaudano, tawundano. door",n,"/daːtawaudano, tawundano. doːr/","d-ah-aht-ahw-ah-o-ohd-ahn-oh, t-ahw-o-ohnd-ahn-oh. d-oh-ohr",,,door,,,,,,
8996,K,"koncoo, korosoo.",n,"/kontʃoː, korosoː./","k-ohnch-oh-oh, k-ohr-ohs-oh-oh.",,,bolt,,,,,,
8997,S,sewuraasee.,n,/sewuraːseː./,s-ehw-o-ohr-ah-ahs-eh-eh.,,,Dorongo,,,,,,
8998,T,tomboo.,n,/tomboː./,t-ohmb-oh-oh.,,,dot,,,,,,
8999,S,"sika, sirika.",v,"/sika, sirika./","s-ehhk-ah, s-ehhr-ehhk-ah.",,,doubt,,,,,,
9000,S,sikoo.,n,/sikoː./,s-ehhk-oh-oh.,,,doubt,,,,,,
9001,S,sirikarin.,adj,/sirikarin./,s-ehhr-ehhk-ahr-ehhn.,,,doubtful,,,,,,
9002,C,copoti.,n,/tʃopoti./,ch-ohp-oht-ehh.,,,doughtnut,,,,,,
9003,B,"bitiifino, puraa.",n,"/bitiːfino, puraː./","b-ehht-ehh-ehhf-ehhn-oh, p-o-ohr-ah-ah.",,,dove,,,,,,
9004,D,duuma.,postp,/duːma./,d-o-oh-o-ohm-ah.,,,down,,,,,,
9005,D,duuma.,adv,/duːma./,d-o-oh-o-ohm-ah.,,,down,,,,,,
9006,J,"jirandin, jirandino, jiran.",adj,"/dʒirandin, dʒirandino, dʒiran./","j-ehhr-ahnd-ehhn, j-ehhr-ahnd-ehhn-oh, j-ehhr-ahn.",,,downcast,,,,,,
9007,F,futuunaafuloo.,n,/futuːnaːfuloː./,f-o-oht-o-oh-o-ohn-ah-ahf-o-ohl-oh-oh.,,,dowry,,,,,,
9008,J,jinkoo.,v,/dʒiŋkoː./,j-ehhnk-oh-oh.,,,doze,,,,,,
9009,D,duuseenoo.,n,/duːseːnoː./,d-o-oh-o-ohs-eh-ehn-oh-oh.,,,dozen,,,,,,
9010,J,jinkoo.,vn,/dʒiŋkoː./,j-ehhnk-oh-oh.,,,dozing,,,,,,
9011,K,kuruntu. drag,v,/kuruntu. drag/,k-o-ohr-o-ohnt-o-oh. dr-ahg,,,drag,,,,,,
9012,T,tirinka.,v,/tiriŋka./,t-ehhr-ehhnk-ah.,,,oneself,,,,,,
9013,K,"kurunturoo, kuruntoo.",vn,"/kurunturoː, kuruntoː./","k-o-ohr-o-ohnt-o-ohr-oh-oh, k-o-ohr-o-ohnt-oh-oh.",,,dragging,,,,,,
9014,N,ninkinankoo. dramatize,n,/niŋkinaŋkoː. dramatize/,n-ehhnk-ehhn-ahnk-oh-oh. dr-ahm-aht-ehhz-eh,,,dragon,,,,,,
9015,P,pisaali.,v,/pisaːli./,p-ehhs-ah-ahl-ehh.,,,fear,,,,,,
9016,M,minta. draughts,vn,/minta. draughts/,m-ehhnt-ah. dr-ah-o-ohghts,,,drank,,,,,,
9017,D,damoo.,n,/damoː./,d-ahm-oh-oh.,,,game,,,,,,
9018,B,bii.,v,/biː./,b-ehh-ehh.,,,draw,,,,,,
9019,S,siiboo.,v,/siːboː./,s-ehh-ehhb-oh-oh.,,,dream,,,,,,
9020,S,siiboo.,n,/siːboː./,s-ehh-ehhb-oh-oh.,,,dream,,,,,,
9021,S,siiboo.,n,/siːboː./,s-ehh-ehhb-oh-oh.,,,dreaming,,,,,,
9022,S,siiboota.,v,/siːboːta./,s-ehh-ehhb-oh-oht-ah.,,,dreamt,,,,,,
9023,D,"dendikoo, dondikoo. dress for",n,"/dendikoː, dondikoː. dress for/","d-ehnd-ehhk-oh-oh, d-ohnd-ehhk-oh-oh. dr-ehss f-ohr",,,dress,,,,,,
9024,D,dookuurano. dress,n,/doːkuːrano. dress/,d-oh-ohk-o-oh-o-ohr-ahn-oh. dr-ehss,,,work,,,,,,
9025,K,karaloo. dress up & (v) naafiaa. dress,n,/karaloː. dress up & (v) naːfiaː. dress/,k-ahr-ahl-oh-oh. dr-ehss -o-ohp & (v) n-ah-ahf-ehh-ah-ah. dr-ehss,,,style,,,,,,
9026,P,"paree, sansee. dressing",v,"/pareː, sanseː. dressiŋ/","p-ahr-eh-eh, s-ahns-eh-eh. dr-ehss-ehhng",,,well,,,,,,
9027,P,"paree, sansee. dried",n,"/pareː, sanseː. dried/","p-ahr-eh-eh, s-ahns-eh-eh. dr-ehh-ehd",,,well,,,,,,
9028,M,maafejaaroo. drill,n,/maːfedʒaːroː. drill/,m-ah-ahf-ehj-ah-ahr-oh-oh. dr-ehhll,,,fish,,,,,,
9029,D,diriyo.,n,/dirijo./,d-ehhr-ehhy-oh.,,,cloth,,,,,,
9030,M,min.,v,/min./,m-ehhn.,,,drink,,,,,,
9031,M,minfeno.,n,/minfeno./,m-ehhnf-ehn-oh.,,,drink,,,,,,
9032,D,dolomintoo.,n,/dolomintoː./,d-ohl-ohm-ehhnt-oh-oh.,,,drinker,,,,,,
9033,M,mindoo. drinking,n,/mindoː. driŋkiŋ/,m-ehhnd-oh-oh. dr-ehhnk-ehhng,,,drinking,,,,,,
9034,T,tuwoo. drinking,n,/tuwoː. driŋkiŋ/,t-o-ohw-oh-oh. dr-ehhnk-ehhng,,,alcohol,,,,,,
9035,J,"jitaarano. drinking cup,",n,"/dʒitaːrano. driŋkiŋ tʃup,/","j-ehht-ah-ahr-ahn-oh. dr-ehhnk-ehhng ch-o-ohp,",,,cup,,,,,,
9036,M,mindano. drinking,n,/mindano. driŋkiŋ/,m-ehhnd-ahn-oh. dr-ehhnk-ehhng,,,etc,,,,,,
9037,D,daakaa. drinking,n,/daːkaː. driŋkiŋ/,d-ah-ahk-ah-ah. dr-ehhnk-ehhng,,,place,,,,,,
9038,M,minjiyo.,n,/mindʒijo./,m-ehhnj-ehhy-oh.,,,water,,,,,,
9039,L,lemunaatoo.,n,/lemunaːtoː./,l-ehm-o-ohn-ah-aht-oh-oh.,,,soft,,,,,,
9040,C,"coroti, todi, doti, tondi.",v,"/tʃoroti, todi, doti, tondi./","ch-ohr-oht-ehh, t-ohd-ehh, d-oht-ehh, t-ohnd-ehh.",,,drip,,,,,,
9041,D,"dotoo, tondoo.",n,"/dotoː, tondoː./","d-oht-oh-oh, t-ohnd-oh-oh.",,,drip,,,,,,
9042,D,"dotita, tondita.",v,"/dotita, tondita./","d-oht-ehht-ah, t-ohnd-ehht-ah.",,,dripped,,,,,,
9043,T,tondoo.,n,/tondoː./,t-ohnd-oh-oh.,,,dripping,,,,,,
9044,B,"borindilaa, daraayiboo, daraayifoo, soofeeroo.",n,"/borindilaː, daraːjiboː, daraːjifoː, soːfeːroː./","b-ohr-ehhnd-ehhl-ah-ah, d-ahr-ah-ahy-ehhb-oh-oh, d-ahr-ah-ahy-ehhf-oh-oh, s-oh-ohf-eh-ehr-oh-oh.",,,driver,,,,,,
9045,B,borindoo.,vn,/borindoː./,b-ohr-ehhnd-oh-oh.,,,driving,,,,,,
9046,W,wisiwisi.,v,/wisiwisi./,w-ehhs-ehhw-ehhs-ehh.,,,drizzle,,,,,,
9047,W,wisiwisoo. drooling,n,/wisiwisoː. droːliŋ/,w-ehhs-ehhw-ehhs-oh-oh. dr-oh-ohl-ehhng,,,drizzling,,,,,,
9048,Y,yooloo.,n,/joːloː./,y-oh-ohl-oh-oh.,,,saliva,,,,,,
9049,J,jolon. dropped,v,/dʒolon. dropped/,j-ohl-ohn. dr-ohpp-ehd,,,drop,,,,,,
9050,J,jolondino.,n,/dʒolondino./,j-ohl-ohnd-ehhn-oh.,,,one,,,,,,
9051,J,"jaa, jiidasoo.",n,"/dʒaː, dʒiːdasoː./","j-ah-ah, j-ehh-ehhd-ahs-oh-oh.",,,drought,,,,,,
9052,K,kuubeejaaroo.,n,/kuːbeːdʒaːroː./,k-o-oh-o-ohb-eh-ehj-ah-ahr-oh-oh.,,,drug,,,,,,
9053,B,"barikoo, daabaa, sabaroo.",n,"/barikoː, daːbaː, sabaroː./","b-ahr-ehhk-oh-oh, d-ah-ahb-ah-ah, s-ahb-ahr-oh-oh.",,,drum,,,,,,
9054,S,sabarijaloo. drumstick,n,/sabaridʒaloː. drumstitʃk/,s-ahb-ahr-ehhj-ahl-oh-oh. dr-o-ohmst-ehhchk,,,drummer,,,,,,
9055,N,nebedaayoo.,n,/nebedaːjoː./,n-ehb-ehd-ah-ahy-oh-oh.,,,tree,,,,,,
9056,C,"caaki, kunokuliyaata, siira, siirarin, siirarino, tuu, tuurin, tuurino, tuuta, caakita, caakirin. drunk",adj,"/tʃaːki, kunokulijaːta, siːra, siːrarin, siːrarino, tuː, tuːrin, tuːrino, tuːta, tʃaːkita, tʃaːkirin. druŋk/","ch-ah-ahk-ehh, k-o-ohn-ohk-o-ohl-ehhy-ah-aht-ah, s-ehh-ehhr-ah, s-ehh-ehhr-ahr-ehhn, s-ehh-ehhr-ahr-ehhn-oh, t-o-oh-o-oh, t-o-oh-o-ohr-ehhn, t-o-oh-o-ohr-ehhn-oh, t-o-oh-o-oht-ah, ch-ah-ahk-ehht-ah, ch-ah-ahk-ehhr-ehhn. dr-o-ohnk",,,drunk,,,,,,
9057,S,"siiratoo, tuutoo.",n,"/siːratoː, tuːtoː./","s-ehh-ehhr-aht-oh-oh, t-o-oh-o-oht-oh-oh.",,,person,,,,,,
9058,S,siiratoo.,n,/siːratoː./,s-ehh-ehhr-aht-oh-oh.,,,drunkard,,,,,,
9059,S,siiroo.,n,/siːroː./,s-ehh-ehhr-oh-oh.,,,drunkenness,,,,,,
9060,C,caakoo.,n,/tʃaːkoː./,ch-ah-ahk-oh-oh.,,,drunkness,,,,,,
9061,J,"jaa, jaarino, jaarin.",adj,"/dʒaː, dʒaːrino, dʒaːrin./","j-ah-ah, j-ah-ahr-ehhn-oh, j-ah-ahr-ehhn.",,,dry,,,,,,
9062,J,jaata.,va,/dʒaːta./,j-ah-aht-ah.,,,dry,,,,,,
9063,J,"jaa, jandi. dry",v,"/dʒaː, dʒandi. drj/","j-ah-ah, j-ahnd-ehh. dry",,,dry,,,,,,
9064,J,jaaramaa. dry,n,/dʒaːramaː. drj/,j-ah-ahr-ahm-ah-ah. dry,,,one,,,,,,
9065,T,tilikandoo.,n,/tilikandoː./,t-ehhl-ehhk-ahnd-oh-oh.,,,season,,,,,,
9066,J,jaaroo.,vn,/dʒaːroː./,j-ah-ahr-oh-oh.,,,drying,,,,,,
9067,B,buroo.,n,/buroː./,b-o-ohr-oh-oh.,,,duck,,,,,,
9068,N,niyo. dug out,n,/nijo. dug out/,n-ehhy-oh. d-o-ohg -oh-o-oht,,,due,,,,,,
9069,J,juwaanoo. dumb,n,/dʒuwaːnoː. dumb/,j-o-ohw-ah-ahn-oh-oh. d-o-ohmb,,,canoe,,,,,,
9070,M,muumunee.,n,/muːmuneː./,m-o-oh-o-ohm-o-ohn-eh-eh.,,,person,,,,,,
9071,B,buwoo. dung,n,/buwoː. duŋ/,b-o-ohw-oh-oh. d-o-ohng,,,dung,,,,,,
9072,F,"fuufiee, kuburun- kuburuno.",n,"/fuːfieː, kuburun- kuburuno./","f-o-oh-o-ohf-ehh-eh-eh, k-o-ohb-o-ohr-o-ohn- k-o-ohb-o-ohr-o-ohn-oh.",,,beetle,,,,,,
9073,B,bukurumondono.,n,/bukurumondono./,b-o-ohk-o-ohr-o-ohm-ohnd-ohn-oh.,,,dungbeetle,,,,,,
9074,K,kono.,postp,/kono./,k-ohn-oh.,,,during,,,,,,
9075,F,fitiroo.,n,/fitiroː./,f-ehht-ehhr-oh-oh.,,,dusk,,,,,,
9076,K,kankano.,n,/kaŋkano./,k-ahnk-ahn-oh.,,,dust,,,,,,
9077,T,tuutuurano.,n,/tuːtuːrano./,t-o-oh-o-oht-o-oh-o-ohr-ahn-oh.,,,duster,,,,,,
9078,D,"duurino, kankan, kankandin, kankanta.",adj,"/duːrino, kaŋkan, kaŋkandin, kaŋkanta./","d-o-oh-o-ohr-ehhn-oh, k-ahnk-ahn, k-ahnk-ahnd-ehhn, k-ahnk-ahnt-ah.",,,dusty,,,,,,
9079,(,(adj) duu.,liquid,/(addʒ) duː./,(-ahdj) d-o-oh-o-oh.,,,dusty,,,,,,
9080,T,tunkunee.,n,/tuŋkuneː./,t-o-ohnk-o-ohn-eh-eh.,,,dwarf,,,,,,
9081,C,"cuuboo, karoo. dyed",n,"/tʃuːboː, karoː. djed/","ch-o-oh-o-ohb-oh-oh, k-ahr-oh-oh. dy-ehd",,,dye,,,,,,
9082,C,"cuuboo, karabuloo.",n,"/tʃuːboː, karabuloː./","ch-o-oh-o-ohb-oh-oh, k-ahr-ahb-o-ohl-oh-oh.",,,fabric,,,,,,
9083,K,"karabuloo, niiboo.",n,"/karabuloː, niːboː./","k-ahr-ahb-o-ohl-oh-oh, n-ehh-ehhb-oh-oh.",,,dying,,,,,,
9084,K,konokarakatoo.,n,/konokarakatoː./,k-ohn-ohk-ahr-ahk-aht-oh-oh.,,,dysentry,,,,,,
9085,W,wo. each,adj,/wo. eatʃh/,w-oh. -eh-ahchh,,,each,,,,,,
9086,F,fioo. each thing fenwofen.,n,/fioː. eatʃh thiŋ fenwofen./,f-ehh-oh-oh. -eh-ahchh th-ehhng f-ehnw-ohf-ehn.,,,other,,,,,,
9087,H,"hame, hameta.",v,"/hame, hameta./","h-ahm-eh, h-ahm-eht-ah.",,,eager,,,,,,
9088,H,hamerin.,sv,/hamerin./,h-ahm-ehr-ehhn.,,,eager,,,,,,
9089,K,"kumparin, fiaani.",adj,"/kumparin, fiaːni./","k-o-ohmp-ahr-ehhn, f-ehh-ah-ahn-ehh.",,,eager,,,,,,
9090,F,fiaanirin. eager,n,/fiaːnirin. eager/,f-ehh-ah-ahn-ehhr-ehhn. -eh-ahg-ehr,,,eager,,,,,,
9091,H,hametoo. eager to,n,/hametoː. eager to/,h-ahm-eht-oh-oh. -eh-ahg-ehr t-oh,,,person,,,,,,
9092,K,kumpata.,adj,/kumpata./,k-o-ohmp-aht-ah.,,,know,,,,,,
9093,H,"hamoo, kumpabaliyaa.",n,"/hamoː, kumpabalijaː./","h-ahm-oh-oh, k-o-ohmp-ahb-ahl-ehhy-ah-ah.",,,eagerness,,,,,,
9094,S,seelino.,n,/seːlino./,s-eh-ehl-ehhn-oh.,,,eagle,,,,,,
9095,T,tuloo.,n,/tuloː./,t-o-ohl-oh-oh.,,,ear,,,,,,
9096,J,juuna.,adv,/dʒuːna./,j-o-oh-o-ohn-ah.,,,early,,,,,,
9097,J,juunoo. early,adj,/dʒuːnoː. earlj/,j-o-oh-o-ohn-oh-oh. -eh-ahrly,,,early,,,,,,
9098,S,suunoo. early millet farm. (n) suunafee.,n,/suːnoː. earlj millet farm. (n) suːnafeː./,s-o-oh-o-ohn-oh-oh. -eh-ahrly m-ehhll-eht f-ahrm. (n) s-o-oh-o-ohn-ahf-eh-eh.,,,millet,,,,,,
9099,T,tulutotaa. earth,n,/tulutotaː. earth/,t-o-ohl-o-oht-oht-ah-ah. -eh-ahrth,,,earring,,,,,,
9100,B,bankujarajaroo. - 123- earth,n,/baŋkudʒaradʒaroː. - 123- earth/,b-ahnk-o-ohj-ahr-ahj-ahr-oh-oh. - 123- -eh-ahrth,,,quake,,,,,,
9101,T,toonoo.,n,/toːnoː./,t-oh-ohn-oh-oh.,,,worm,,,,,,
9102,F,firin.,v,/firin./,f-ehhr-ehhn.,,,ease,,,,,,
9103,T,tiliboo.,n,/tiliboː./,t-ehhl-ehhb-oh-oh.,,,East,,,,,,
9104,F,"feemaa, feeyaa, diyaata. easy",adj,"/feːmaː, feːjaː, dijaːta. easj/","f-eh-ehm-ah-ah, f-eh-ehy-ah-ah, d-ehhy-ah-aht-ah. -eh-ahsy",,,easy,,,,,,
9105,F,feemaa.,n,/feːmaː./,f-eh-ehm-ah-ah.,,,one,,,,,,
9106,D,domo. eat,v,/domo. eat/,d-ohm-oh. -eh-aht,,,eat,,,,,,
9107,S,siiman.,v,/siːman./,s-ehh-ehhm-ahn.,,,dinner,,,,,,
9108,D,domorilaa.,n,/domorilaː./,d-ohm-ohr-ehhl-ah-ah.,,,eater,,,,,,
9109,D,domoo.,vn,/domoː./,d-ohm-oh-oh.,,,eating,,,,,,
9110,D,domoroo.,n,/domoroː./,d-ohm-ohr-oh-oh.,,,eating,,,,,,
9111,F,fankoo.,n,/faŋkoː./,f-ahnk-oh-oh.,,,economy,,,,,,
9112,D,"daakuloo, dandano, dendeno. edible",n,"/daːkuloː, dandano, dendeno. edible/","d-ah-ahk-o-ohl-oh-oh, d-ahnd-ahn-oh, d-ehnd-ehn-oh. -ehd-ehhbl-eh",,,edge,,,,,,
9113,D,domotaa.,n,/domotaː./,d-ohm-oht-ah-ah.,,,thing,,,,,,
9114,K,kunindi.,v,/kunindi./,k-o-ohn-ehhnd-ehh.,,,educate,,,,,,
9115,K,karanta.,adj,/karanta./,k-ahr-ahnt-ah.,,,educated,,,,,,
9116,L,londoo.,n,/londoː./,l-ohnd-oh-oh.,,,education,,,,,,
9117,B,baakonosaa.,n,/baːkonosaː./,b-ah-ahk-ohn-ohs-ah-ah.,,,eel,,,,,,
9118,K,kata.,v,/kata./,k-aht-ah.,,,effort,,,,,,
9119,K,katoo.,n,/katoː./,k-aht-oh-oh.,,,effort,,,,,,
9120,K,katabaliyaa.,n,/katabalijaː./,k-aht-ahb-ahl-ehhy-ah-ah.,,,effortlessness,,,,,,
9121,K,kiloo. egg,n,/kiloː. egg/,k-ehhl-oh-oh. -ehgg,,,egg,,,,,,
9122,B,"batansee, patansee.",n,"/batanseː, patanseː./","b-aht-ahns-eh-eh, p-aht-ahns-eh-eh.",,,plant,,,,,,
9123,S,Sey.,adj,/sej./,s-ehy.,,,eight,,,,,,
9124,S,seyinjano.,n,/sejindʒano./,s-ehy-ehhnj-ahn-oh.,,,eighth,,,,,,
9125,J,jii.,v,/dʒiː./,j-ehh-ehh.,,,ejaculate,,,,,,
9126,F,foolee.,n,/foːleː./,f-oh-ohl-eh-eh.,,,elastic,,,,,,
9127,N,"nonkonkuno, nonkon. elbow",n,"/noŋkoŋkuno, noŋkon. elbow/","n-ohnk-ohnk-o-ohn-oh, n-ohnk-ohn. -ehlb-ohw",,,elbow,,,,,,
9128,N,nonkonkatoo.,n,/noŋkoŋkatoː./,n-ohnk-ohnk-aht-oh-oh.,,,bending,,,,,,
9129,A,alifaa. elder,n,/alifaː. elder/,ahl-ehhf-ah-ah. -ehld-ehr,,,elder,,,,,,
9130,K,kotookee. elder,n,/kotoːkeː. elder/,k-oht-oh-ohk-eh-eh. -ehld-ehr,,,brother,,,,,,
9131,K,kotoo. elder,n,/kotoː. elder/,k-oht-oh-oh. -ehld-ehr,,,sibling,,,,,,
9132,K,kotoomusoo.,n,/kotoːmusoː./,k-oht-oh-ohm-o-ohs-oh-oh.,,,sister,,,,,,
9133,K,"keebaayaata, keebaayaarin, keebaayaa. elderly",adj,"/keːbaːjaːta, keːbaːjaːrin, keːbaːjaː. elderlj/","k-eh-ehb-ah-ahy-ah-aht-ah, k-eh-ehb-ah-ahy-ah-ahr-ehhn, k-eh-ehb-ah-ahy-ah-ah. -ehld-ehrly",,,elderly,,,,,,
9134,M,musukeebaa.,n,/musukeːbaː./,m-o-ohs-o-ohk-eh-ehb-ah-ah.,,,woman,,,,,,
9135,A,alifaayaa.,n,/alifaːjaː./,ahl-ehhf-ah-ahy-ah-ah.,,,eldership,,,,,,
9136,K,kariteefayoo. electric,n,/kariteːfajoː. eletʃtritʃ/,k-ahr-ehht-eh-ehf-ahy-oh-oh. -ehl-ehchtr-ehhch,,,election,,,,,,
9137,F,fiiloo.,n,/fiːloː./,f-ehh-ehhl-oh-oh.,,,wire,,,,,,
9138,K,kurano.,n,/kurano./,k-o-ohr-ahn-oh.,,,electricity,,,,,,
9139,S,samoo. elephant,n,/samoː. elephant/,s-ahm-oh-oh. -ehl-ehph-ahnt,,,elephant,,,,,,
9140,B,baaraa. elephantiasis of the,n,/baːraː. elephantiasis of the/,b-ah-ahr-ah-ah. -ehl-ehph-ahnt-ehh-ahs-ehhs -ohf th-eh,,,grass,,,,,,
9141,K,kitimbano.,n,/kitimbano./,k-ehht-ehhmb-ahn-oh.,,,legs,,,,,,
9142,N,nen diyaa.,n,/nen dijaː./,n-ehn d-ehhy-ah-ah.,,,eloquence,,,,,,
9143,N,neno diyaata. eloquent Quranic,adj,/neno dijaːta. eloquent quranitʃ/,n-ehn-oh d-ehhy-ah-aht-ah. -ehl-ohq-o-oh-ehnt q-o-ohr-ahn-ehhch,,,eloquent,,,,,,
9144,F,foodee.,n,/foːdeː./,f-oh-ohd-eh-eh.,,,scholar,,,,,,
9145,M,malundi.,v,/malundi./,m-ahl-o-ohnd-ehh.,,,embarasse,,,,,,
9146,M,"malundiroo, malundoo.",n,"/malundiroː, malundoː./","m-ahl-o-ohnd-ehhr-oh-oh, m-ahl-o-ohnd-oh-oh.",,,embarassing,,,,,,
9147,M,maloo.,n,/maloː./,m-ahl-oh-oh.,,,embarassment,,,,,,
